# Simple Perfect	Compound Perfect	Contingent	Compound Imperfect	Jussive	Imperative	Gerund	Infinitive	Participle	Translation	Verb Type
አበሰ	አብሷል	ያብስ	ያብሳል	ይበስ  ያብስ	እበስ  አብስ	አብሶ	ማበስ	አባሽ	wipe	t
አበሰለ	አብስሏል	ያብስል	ያበስላል	ያብስል	አብስል	አብስሎ	ማብሰል	አብሳይ	cook	t
አበሰበሰ	አበስብሷል	ያበሰብስ	ያበሰብሳል	ያበስብስ	አበስብስ	አበስብሶ	ማበስበስ	አበስባሽ	wet	t
አበቃ	አብቅቷል	ያበቃ	ያበቃል	ያብቃ	አብቃ	አብቅቶ	ማብቃት	አብቂ	finish	t
አበበ	አብቧል	ያብብ	ያብባል	ያብብ		አብቦ	ማበብ	አባቢ	bloom	t
አበደ	አብዷል	ያብድ	ያብዳል			አብዶ	ማበድ	አባጅ	be mad 	t
አበደረ	አበድሯል	ያበድር	ያበድራል	ያበድር	አበድር	አበድሮ	ማበደር	አበዳሪ	lend	t
አብጀ 2nd -ጀህ	አበጅቷል	ያበጅ	ያበጃል	ያብጅ	አብጅ	አበጅቶ	ማበጀት		make   	t
አበጠ	አብጧል	ያብጥ	ያብጣል	ይበጥ	እበጥ	አብጦ	ማበጥ	አባጭ	swell	i
አበጠረ	አበጥሯል	ያበጥር	ያበጥራል	ያበጥር	አበጥር	አበጥሮ	ማበጠር	አበጣሪ	winnow	t
አታለለ	አታሏል	ያታልል	ያታልላል	ያታልል	አታልል	አታሎ	ማታለል	አታላይ	deceive	t
አተመ	አትሟል	ያትም	ያትማል	ያትም	አትም	አትሞ	ማተም	አታሚ	seal	t. (=ኀተመ)
አተረፈ	አትርፏል	ያትርፍ	ያተርፋል	ያትርፍ	አትርፍ	አትርፎ	ማትረፍ	አትራፊ	earn	t
አኖረ	አኑሯል	ያኖር	ያኖራል	ያኑር	አኑር	አኑሮ	ማኖር	አኗሪ	put	t
አነሰ	አንሷል	ያንስ	ያንሳል	ይነስ		አንሶ	ማነስ	አናሽ	diminish	i
አነሣ	አንሥቷል	ያነሣ	ያነሣል	ያነሣ	አንሣ	አንሥቶ	ማንሣት	አንሽ	raise	t
አንሾካሾከ	አንሾካሹኳል [-ሽኳል]	ያንሾካሹክ	ያንሾካሹካል	ያንሾካሹክ	አንሾካሹክ	አንሾካሹኮ	ማንሾካሾክ	አንሾካሿኪ	whisper	t
አነቃ	አንቅቷል	ያነቃ	ያነቃል	ያንቃ	አንቃ	አንቅቶ	ማንቃት	አንቂ	wake 	t
አንቀላፋ	አንቀላፍቷል	ያንቀላፋ	ያንቀላፋል	ያንቀላፋ	አንቀላፋ	አንቀላፍቶ	ማንቀላፋት	አንቀላፊ	doze	i
አንቀሳቀሰ	አንቀሳቅሷል	ያንቀሳቅስ	ያንቀሳቅሳል	ያንቀሳቅስ	አንቀሳቅስ	አንቀሳቅሶ	ማንቀሳቀስ		move	t
አነበበ	አንብቧል	ያንብ	ያነባል	ያንብብ	አንብብ	አንብቦ	ማንበብ	አንባቢ	read	t
አንኳረፈ	አንኳርፏል	ያንኳርፍ	ያንኳርፋል	ያንኳርፍ	አንኳርፍ	አንኳርፎ	ማንኳረፍ	አንኳራፊ	snore,purr	i
አነከሰ 	አንክሷል	ያነክስ	ያነክሳል			አንክሶ	ማንከስ	አንካሽ	be lame	i
አንኮሻኮሸ	አንኮሻኩሿል	ያንኮሻኩሽ	ያንኮሻኩሻል	ያንኮሻኩሽ	አንኮሻኩሽ	አንኮሻኩሾ	ማንኮሻኮሽ	አንኮሻኳሽ	cause to rustle	t
አንከባለለ	አንከባሏል	ያንከባልል	ያንከባልላል	ያንከብልል	አንከባልል	አንከባሎ	ማንከባለል	አንከባላይ	roll	t
አንኳኳ	አንኳኩቷል	ያንኳኳ	ያንኳኳል	ያንኳኳ	አንኳኳ	አንኳኩቶ	ማንኳኳት		clatter	i
አናወጠ	አናውጧል	ያናውጥ	ያናውጣል	ያናውጥ	አናውጥ	አናውጦ	ማናወጥ	አናዋጭ	disturb	t
አነደደ	አንድዷል	ያነድድ	ያነድዳል	ያንድድ	አንድድ	አንድዶ	ማንደድ	አንዳጅ	kindle	t
አንጎራጎረ		ያንጎራጉር	ያንጎራጉራል	ያንጎራጉር	አንጎራጉር	አንጎራጉሮ	ማንጎራጎር	አንጎራጓሪ	hum	t
አነገተ	አንግቷል	ያነግት	ያነግታል	ያንግት	አንግት	አንግቶ	ማንገት	አንጋች	sling over the shoulder	t
አነጠ	አንጧል	ያንጥ	ያንጣል	ያንጥ	አንጥ	አንጦ	ማነጥ	አናጢ	fashion	t
አንጠለጠለ	አንጠልጥሏል	ያንጠልጥል	ያንጠልጥላል	ያንጠልጥል	አንጠልጥል	አንጠልጥሎ	ማንጠልጠል	አንጠልጣይ	hang	t
አንጠሰ	አንጥሷል	ያነጥስ	ያነጥሳል	ያንጥስ	አንጥስ	አንጥሶ	ማንጠስ	አንጣሽ	sneeze	t
አነጠፈ	አንጥፏል	ያነጥፍ	ያነጥፋል	ያንጥፍ	አንጥፍ	አንጥፎ	ማንጠፍ	አንጣፊ	spread	t
አከለ	አክሏል	ያክል ያኽል[ያህል]	ያክላል ያኽላል[ያህ-]	ያክል	አክል	አክሎ	ማከል	አካይ	amount to	t
አከራየ 2nd -ራየህ	አከራይቷል	ያከራይ	ያከራያል	ያከራይ	አከራይ	አከራይቶ	ማከራየት		let on hire	t
አከበረ	አክብሯል	ያከብር	ያከብራል	ያክብር	አክብር	አክብሮ	ማክበር	አክባሪ	honour	t
አከከ	አኳል	ያክ	ያካል	ይከክ	እከክ	አኮ	ማከክ	አካኪ	scratch	t
አካፈለ	አካፍሏል	ያካፍል	ያካፍላል	ያካፍል	አካፍል	አካፍሎ	መካፈል	አካፋይ	distribute	t
አወለቀ	አውልቋል	ያወልቅ	ያወልቃል	ያውልቅ	አውልቅ	አውልቆ	ማውለቅ		take off	t
አወረደ 	አውርዷል	ያወርድ	ያወርዳል	ያውርድ	አውርድ	አውርዶ	ማውረድ	አውራጅ	unload	t
አዋሰ	አውሷል	ያውስ	ያውሳል	ያውስ	አውስ	አውሶ	ማዋስ	አዋሽ	bring as guarantor	t
አወቀ	አውቋል	ያውቅ	ያውቃል	ይወቅ	እወቅ	አውቆ	ማወቅ	አዋቂ	know	t
አወዛወዘ	አወዛውዟል	ያወዛውዝ	ያወዛውዛል	ያወዛውዝ	አወዛውዝ	አወዛውዞ	ማወዛወዝ	አወዛዋዥ	shake	t
አውደለደለ	አውደልድሏል	ያውደልድል	ያውደለድላል	ያውደልድል	አውደልድል	አውደልድሎ	ማውደልደል	አውደልዳይ	be idle	i
አወጣ	አውጥቷል	ያወጣ	ያወጣል	ያውጣ	አውጣ	አውጥቶ	ማውጣት	አውጭ	expel	t
አዘመተ	አዘምቷል	ያዘምት	ያዘምታል	ያዘምት	አዘምት	አዘምቶ	ማዘመት	አዝማች	send on a campaign	t
አዞረ	አዙሯል	ያዞር	ያዞራል	ያዙር	አዙር	አዙሮ	ማዞር	አዟሪ	turn round	t
አዘነ	አዝኗል	ያዝን	ያዝናል	ይዘን	እዘን	አዝኖ	ማዘን	አዛኝ	grieve	i
አዘዘ	አዟል	ያዝ	ያዛል	ይዘዝ	እዘዝ	አዞ	ማዘዝ	አዛዥ	order	t
አዛጋ	አዛግቷል	ያዛጋ	ያዛጋል	ያዛጋ	አዛጋ	አዛግቶ	ማዛጋት	አዛጊ	yawn	i
አየ 2nd አየህ	አይቷል	ያይ	ያያል	ይይ	እይ	አይቶ	ማየት	ኣዪ	see	t
አደላ	አድልቷል	ያደላ	ያደላል	ያድላ	አድላ	አድልቶ	ማድላት	አድሊ [አድይ]	show favour	i
አደመጠ	አድምጧል	ያደምጥ	ያደምጣል	ያድምጥ	አድምጥ	አድምጦ	ማድመጥ	አድማጭ	listen to	t
አደረ	አድሯል	ያድር	ያድራል	ይደር	እደር	አድሮ	ማደር	አዳሪ	pass the night	i
አደረገ	አድርጓል	ያደርግ	ያደርጋል	ያድርግ	አድርግ	አድርጎ	ማድረግ	አድራጊ	do 	t
አደሰ	አድሷል	ያድስ	ያድሳል	ያድስ	አድስ	አድሶ	ማደስ	አዳሽ	renew	t
አደባ	አድብቷል	ያደባ	ያደባል	ያድባ	አድባ	አድብቶ	ማድባት	አድቢ	ambush	t
አደነ	አድኗል	ያድን	ያድናል	ያድን	አድን	አድኖ	ማደን	አዳኝ	hunt	t
አዳነ	አድኗል	ያድን	ያድናል	ያድን	አድን	አድኖ	ማዳን	አዳኝ	save 	t
አደከመ	አድክሟል	ያደክም	ያደክማል	ያድክም	አድክም	አድክሞ	ማድከም	አድካሚ	tire  	t
አደገ	አድጓል	ያድግ	ያድጋል	ይደግ	እደግ	አድጐ	ማደግ	አዳጊ	grow	t
አደፈ	አድፏል	ያድፍ	ያድፋል	ይደፍ		አድፎ	ማደፍ	አዳፊ	be dirty	i
አገለባበጠ	አገለባብጧል	ያገለባብጥ	ያገለባብጣል	ያገለባብጥ	አገለባብጥ	አገለባብጦ	ማገለባበጥ	አገለባባጭ	completely disarrange	t
አገለገለ	አገልግሏል	ያገለግል	ያገለግላል	ያገለግል	አገልግል	አገልግሎ	ማገልገል	አግልጋይ	serve	t
አጐረበ	አጐርቧል	ያጐርብ	ያጐርባል	ያጐርብ		አጐርቦ	ማጉረብ	አጉራቢ	be blistered	i
አገረገረ	አግርግሯል	ያገርግር	ያገረግራል	ያገርግር		አገርግሮ	ማገርገር	አገርጋሪ	shy	i
አገሣ	አግሥቷል	ያገሣ	ያገሣል	ያግሣ	አግሣ	አግሥቶ	ማግሣት		roar	i
አገባ	አግብቷል	ያገባ	ያገባል	ያግባ	አግባ	አግብቶ	ማግባት	አግቢ	cause to enter marry	t
አጋባ	አጋብቷል	ያጋባ	ያጋባል	ያጋባ	አጋባ	አጋብቶ	ማጋባት		give in marriage	t
አጐነበሰ	አጐንብሷል	ያጐነብስ	ያጐነብሳል	ያጐንብስ	አጐንብስ	አጐንብሶ	ማጎንበስ	አጐንባሽ	be bent	i
አገናኘ 2nd -ኘህ	አገናኝቷል	ያገናኝ	ያገናኛል	ያገናኝ	አገናኝ	አግናኝቶ	ማገናኘት		cause to meet	t
አገኘ 2nd -ኘህ	አግኝቷል 1stአግኝቻለሁ	ያገኝ	ያገኛል	ያግኝ	አግኝ	አግኝቶ	ማግኝት	አግኝ	find	t
አገደደ	አግዷል	ያገድ	ያገዳል	ያግድ	አግድ	አግዶ	ማግደድ	አግዳጅ	cause a lack of	t
አጌጠ	አጊጧል	ያጌጥ	ያጌጣል 	ያጊጥ	አጊጥ	አጊጦ	ማጌጥ		be ornamental	i
አጣ	አጥቷል	ያጣ	ያጣል	ይጣ	እጣ	አጥቶ	ማጣት	አጭ(-ጪ)	lack	t
አጠለቀ	አጥልቋል	ያጠልቅ	ያጠልቃል	ያጥልቅ	አጥልቅ	አጥልቆ	ማጥለቅ	አጥላቂ	deepen	t
አጠመመ	አጠሟል	ያጠምም	ያጠምማል	ያጠም	አጠም	አጠሞ	ማጠመም	አጠማሚ	bend	t
አጠመደ	አጥምዷል	ያጠምድ	ያጠምዳል	ያጥምድ	አጥምድ	አጥምዶ	ማጥመድ	አጥማጅ	set (a trap)	t
አጠረ	አጥሯል	ያጥር	ያጥራል	ይጠር		አጥሮ	ማጠር	አጣሪ	be short	i
አጠራ	አጥርቷል	ያጠራ	ያጠራል	ያጥራ	አጥራ	አጥርቶ	ማጥራት	አጥሪ	purify	t
አጠበ	አጥቧል	ያጥብ	ያጥባል	ይጠብ	እጠብ	አጥቦ	ማጠብ	አጣቢ	wash	t
አጣበቀ	አጣብቋል	ያጣብቅ	ያጣብቃል	ያጣብቅ	አጣብቅ	አጣብቆ	ማጣበቅ	አጣባቂ	squeeze	t
አጠበበ	አጥብቧል	ያጥብ	ያጠባል	ያጥብብ	አጥብብ	አጥብቦ	ማጥበብ	አጥባቢ	make narrow	t
አጠነ	አጥኗል	ያጥን	ያጥናል	ይጠን	እጠን	አጥኖ	ማጠን	አጣኝ	perfume	t
አጠጣ	አጠጥቷል	ያጠጣ	ያጠጣል	ያጠጣ	አጠጣ	አጠጥቶ	ማጠጣት	አጠጭ	water,give drink to	t
አጠፈ	አጥፏል	ያጥፍ	ያጥፋል	ይጠፍ	እጠፍ	አጥፎ	ማጠፍ	አጣፊ	fold	t
አጠፋ	አጥፍቷል	ያጠፋ	ያጠፋል	ያጥፋ	አጥፋ	አጥፍቶ	ማጥፋት	አጥፊ	extinguish,lose	t
አጫወተ	አጫውቷል	ያጫውት	ያጫውታል	ያጭውት	አጫውት	አጫውቶ	ማጫወት	አጫዋች	converse with	t
አጨደ	አጭዷል	ያጭድ	ያጭዳል	ይጨድ	እጨድ	አጭዶ	ማጨድ	አጫጅ	reap	t
አፈላ	አፍልቷል	ያፈላ	ያፈላል	ያፍላ	አፍላ	አፍልቶ	ማፍላት	አፍሊ [አፍይ]	boil	t
አፈረ	አፍሯል	ያፍር	ያፍራል	ይፈር	እፈር	አፍሮ	ማፈር	አፋሪ	be ashamed	i
አፈረሰ	አፍርሷል	ያፈርስ	ያፈርሳል	ያፍርስ	አፍርስ	አፍርሶ	ማፍረስ	አፍራሽ	destroy	t
አፈሰ	አፍሷል	ያፍስ	ያፍሳል	ይፈስ	እፈስ	አፍሶ	ማፈስ	አፋሽ	gather up	t
አፈሰሰ	አፍስሷል አፍሷል	ያፈስ	ያፈሳል	ያፍስስ ያፍስ	አፍስስ አፍስ	አፍስሶ አፍሶ	ማፍሰስ	አፍሳሽ	pour	t
አፈነዳ	አፈንድቷል	ያፈነዳ	ያፈነዳል	ያፈንዳ	አፈንዳ	አፈንድቶ	ማፈንዳት	አፈንጅ	burst	t
አፎኘ 2nd -ኘህ	አፎኝቷል	ያፎኝ	ያፎኛል	ያፎኝ	አፎኝ	አፎኝቶ	ማፎኘት		hiss	i
አፈጠነ	አፍጥኗል	ያፈጥን	ያፈጥናል	ያፍጥን	አፍጥን	አፍጥኖ	ማፍጠን	አፍጣኝ	hasten	t
አፏጨ 2nd -ጨህ	አፏጭቷል	ያፏጭ	ያፏጫል	ያፏጭ	አፏጭ	አፏጭቶ	ማፏጨት		whistle	i
ከለከለ	ከልክሏል	ይከልክል	ይከለክላል	ይከልክል	ከልክል	ከልክሎ	መከልከል	ከልካይ	hinder	t
ከመረ	ከምሯል	ይከምር	ይከምራል	ይከምር	ከምር	ክምሮ	መከመር	ከማሪ	pile	t
ኰረኰረ	ኰርኩሯል	ይኰረኩር	ይኰረኩራል	ይኰርኩር	ኰርኩር	ኰርኩሮ	መኰርኰር	ኰርኳሪ	spur	t
ከሳ	ከስቷል	ይከሳ	ይከሳል	ይክሳ		ከስቶ	መክሳት	ከሽ (-ሺ) ከሳሽ	become thin	i
ከሰሰ	ክሷል	ይከስ	ይከሳል	ይክሰስ	ክሰስ	ከሶ	መክሰስ	ከሳሽ	accuse	t
ከበረ	ከብሯል	ይከብር	ይከብራል	ይክበር	ክበር	ከብሮ	መክበር	ከባሪ	be honoured	i
ከበደ	ከብዷል	ይከብድ	ይከብዳል	ይክበድ		ከብዶ	መክበድ	ከባጅ	be heavy	i
ከተተ	ከቷል	ይከት	ይከታል	ይክተት	ክተት	ከቶ	መክተት	ከታች	pack	t
ከዳ	ከድቷል	ይከዳ	ይከዳል	ይክዳ	ክዳ	ከድቶ	መክዳት	ከጅ	run away	i
ካደ	ክዷል	ይክድ	ይክዳል	ይካድ	ካድ	ክዶ	መካድ	ካጅ	renounce	t
ከደነ	ከድኗል	ይከድን	ይከድናል	ይክደን	ክደን	ከድኖ	መክደን	ከዳኝ	cover 	t
ከፋ	ከፍቷል	ይከፋ	ይከፋል	ይክፋ	ክፋ	ከፍቶ	መክፋት	ከፊ	be bad	i
ከፈለ	ከፍሏል	ይከፍል	ይከፍላል	ይክፈል	ክፈል	ከፍሎ	መክፈል	ከፋይ	divide	t
ከፈተ	ከፍቷል	ይከፍት	ይከፍታል	ይክፈት	ክፈት	ከፍቶ	መክፈት	ከፋች	open	t
ከፈከፈ	ከፍክፏል	ይከፍክፍ	ይከፈክፋል	ይከፍክፍ	ከፍክፍ	ከፍክፎ	መከፍከፍ	ከፍካፊ	sprinkle	t
ዋለ	ውሏል	ይውል	ይውላል	ይዋል	ዋል	ውሎ	መዋል	ዋይ	spend noon	i
ወለቀ	ወልቋል	ይወልቅ	ይወልቃል	ይውለቅ		ወልቆ	መውለቅ		get dislocated	i
ወለወለ	ወልውሏል	ይወልውል	ይወለውላል	ይወልውል	ወልውል	ወልውሎ	መወልወል	ወልዋይ	wipe	t
ወለደች	ወልዳለች	ትወልድ	ትወልዳለች	ትውለድ	ውለጅ (-ጂ-)	ወልዳ	መውለድ	ወላጅ	bear	t
ወረሰ	ወርሷል	ይወርስ	ይወርሳል	ይውረስ	ውረስ	ወርሶ	መውረስ	ወራሽ	inherit	t
ወረወረ	ወርውሯል	ይወረውር	ይወረውራል	ይወርውር	ወርውር	ወርውሮ	መወርወር	ወርዋሪ	throw	t
ወረደ	ወርዷል	ይውረድ	ይወርዳል	ይውረድ	ውረድ	ወርዶ	መውረድ	ወራጅ	descend	i
ወሰነ	ወስኗል	ይወስን	ይወስናል	ይወስን	ወስን	ወስኖ	መወሰን	ወሳኝ	define	t
ወሰደ	ወስዷል	ይወስድ	ይወስዳል	ይውሰድ	ውሰድ	ወስዶ	መውሰድ	ወሳጅ	remove	t
ዋሸ 2nd ዋሸህ	ዋሽቷል	ይዋሽ	ይዋሻል	ይዋሽ	ዋሽ	ዋሽቶ	መዋሸት	ዋሽ (-ሺ-)	tell a lie	i
ወሸመ	ወሽሟል	ይወሽም	ይወሽማል	ይወሽም	ወሽም	ወሽሞ	መወሸም	ወሻሚ	commit adultery	i
ወቀጠ	ወቅጧል	ይወቅጥ	ይወቅጣል	ይውቀጥ	ውቀጥ	ወቅጦ	መውቀጥ	ወቃጭ	crush	t
ዋኘ 2nd ዋኘህ	ዋኝቷል	ይዋኝ	ይዋኛል	ይዋኝ	ዋኝ	ዋኝቶ	መዋኘት	ዋኝ	swim	i
ወዛ	ወዝቷል	ይወዛ	ይወዛል	ይውዛ	ውዛ	ወዝቶ	መውዛት	ወዥ (-ዢ-)	sweat	i
ወዘወዘ	ወዝውዟል	ይወዘውዝ	ይወዘውዛል	ይወዝውዝ	ወዝውዝ	ወዝውዞ	መወዝወዝ	ወዝዋዥ	shake	t
ወደቀ	ወድቋል	ይወድቅ	ይወድቃል	ይውደቅ	ውደቅ	ወድቆ	መውደቅ	ወዳቂ	fall	i
ወደደ	ወዷል	ይወድ	ይወዳል	ይውደድ	ውደድ	ወዶ	መውደድ	ወዳጅ	love	t
ወጋ	ወግቷል	ይወጋ	ይወጋል	ይውጋ	ውጋ	ወግቶ	መውጋት	ወጊ	prick	t
ወጣ	ወጥቷል	ይወጣ	ይወጣል	ይውጣ	ውጣ	ወጥቶ	መውጣት	ወጭ	come out	i
ዋጠ	ውጧል	ይውጥ	ይውጣል	ይዋጥ	ዋጥ	ውጦ	መዋጥ	ዋጭ	swallow	t
ወጠረ	ወጥሯል	ይወጥር	ይወጥራል	ይወጥር	ወጥር	ወጥሮ	መወጠር	ወጣሪ	stretch	t
ወፈረ	ወድሯል	ይወፍር	ይወፍራል	ይወፍር		ወፍሮ	መወፈር	ወፋሪ	be thick	i
ዘለለ	ዘሏል	ይዘል	ይዘላል	ይዝለል	ዝለል	ዘሎ	መዝለል	ዘላይ	jump	t
ዘመረ	ዘምሯል	ይዘምር	ይዘምራል	ይዘምር	ዘምር	ዘምሮ	መዘመር	ዘማሪ	chant	t
ዘመተ	ዘምቷል	ይዘምት	ይዘምታል	ይዝመት	ዝመት	ዘምቶ	መዝመት	ዘማች	go on a campaign	i
ዘራ	ዘርቷል	ይዘራ	ይዘራል	ይዝራ	ዝራ	ዘርቶ	መዝራት	ዘሪ	sow	t
ዞረ	ዙሯል	ይዞር	ይዞራል	ይዙር	ዙር	ዙሮ	መዞር	ዟሪ	revolve	i
ዘረጋ	ዘርግቷል	ይዘረጋ	ይዘረጋል	ይዘርጋ	ዘርጋ	ዘርግቶ	መዘርጋት	ዘርጊ	stretch	t
ዘረፈ	ዘርፏል	ይዘርፍ	ይዘርፋል	ይዝረፍ	ዝረፍ	ዘርፎ	መዝረፍ	ዘራፊ	loot	t
ዘቀዘቀ	ዘቅዝቋል	ይዘቀዝቅ	ይዘቀዝቃል	ይዘቅዝቅ	ዘቅዝቅ	ዘቅዝቆ	መዘቅዘቅ	ዘቅዛቂ	incline	t
ዘባ	ዘብቷል	ይዘባ	ይዘባል	ይዝባ		ዘብቶ	መዝባት	ዘቢ	warp	i
ዘነበ	ዘንቧል	ይዘንብ	ይዘንባል	ይዝነብ		ዘንቦ	መዝነብ		rain	i
ዘወረ	ዘውሯል	ይዘውር	ይዘውራል	ይዘውር	ዘውር	ዘውሮ	መዘወር	ዘዋሪ	turn round	t
ዘጋ	ዘግቷል	ይዘጋ	ይዘጋል	ይዝጋ	ዝጋ	ዘግቶ	መዝጋት	ዘጊ	shut	t
ዘገየ 2nd ዘገየህ	ዘግይቷል	ይዘገይ	ይዘገያል	ይዘገይ (-ገዩ)ይዘግይ(-ግዩ-	ዘገይ (-ገዩ)ዘግይ(-ግዩ-)	ዘግይቶ	መዘገየት  መዘግየት		be late	i
ዘፈነ	ዘፍኗል	ይዘፍን	ይዘፍናል	ይዝፈን	ዝፈን	ዘፍኖ	መዝፈን	ዘፋኝ	dance	i
ያዘ	ይዟል	ይይዝ	ይይዛል	ይያዝ	ያዝ	ይዞ	መያዝ	ያዥ	hold	t
ደለደለ	ደልድሏል	ይደለድል	ይደለድላል	ይደልድል	ደልድል	ደልድሎ	መደልደል	ደልዳይ	level	t
ደማ	ደምቷል	ይደማ	ይደማል	ይድማ		ደምቶ	መድማት		bleed  	i
ዳመጠ	ዳመጧል	ይዳምጥ	ይዳምጣል	ይዳምጥ	ዳምጥ	ዳምጦ	መዳመጥ	ዳማጭ	gin	t
ደረሰ	ደርሷል	ይደርስ	ይደርሳል	ይድረስ	ድረስ	ደርሶ	መድረስ	ደራሽ	arrive	i
ደረቀ	ደርቋል	ይደርቅ	ይደርቃል	ይድረቅ	ድረቅ	ደርቆ	መድረቅ	ደራቂ	dry	i
ዳሰሰ	ዳሷል	ይዳስስ	ይዳስሳል	ይዳስ	ዳስ	ዳሶ	መዳሰስ	ዳሳሽ	handle	t
ደበለቀ	ደብልቋል	ይደበልቅ	ይደበልቃል	ይደብልቅ	ደብልቅ	ደብልቆ	መደብለቅ	ደብላቂ	mix	t
ዳነ	ድኗል	ይድን	ይድናል	ይዳን		ድኖ	መዳን		recover	i
ደነቀው	ደንቆታል	ይደንቀው	ይደንቀዋል			ደንቆት			wonder	i
ደነበረ	ደንብሯል	ይደነብር	ይደነብራል	ይደንብር	ደንብር	ደንብሮ	መደንበር	ደንባሪ	bolt	i
ደነገጠ	ደንግጧል	ይደነግጥ	ይደነግጣል	ይደንግጥ		ደንግጦ	መደንገጥ	ደንጋጭ	be horrified	i
ዳኘ 2nd ዳኘህ	ዳኝቷል	ይዳኝ	ይዳኛል	ይዳኝ	ዳኝ	ዳኝቶ	መዳኘት	ዳኝ (-ኚ-)	arbitrate	i
ደከመ	ደክሟል	ይደክም	ይደክማል	ይድከም		ደክሞ	መድከም	ደካሚ	be tired	i
ደወለ	ደውሏል	ይደውል	ይደውላል	ይደውል	ደውል	ደውሎ	መደወል	ደዋይ	ring	t
ደገመ	ደግሟል	ይደግም	ይደግማል	ይድገም	ድገም	ደግሞ	መድገም	ደጋሚ	repeat	t
ደገፈ	ደግፏል	ይደግፍ	ይደግፋል	ይደግፍ	ደግፍ	ደግፎ	መደገፍ		support	t
ዳጠ	ድጧል	ይድጥ	ይድጣል	ይዳጥ	ዳጥ	ድጦ	መዳጥ		slip	i
ጀለ	ጀሏል [ጅሏል]					ጀሎ ጅሎ			be ugly	i
ጀመለ	ጀምሏል	ይጀምል	ይጀምላል	ይጀምል	ጀምል	ጀምሎ	መጀመል	ጀማይ	add	t
ጀመረ	ጀምሯል	ይጀምር	ይጀምራል	ይጀምር	ጀምር	ጀምሮ	መጀመር	ጀማሪ	begin	t
ጋለበ	ጋልቧል	ይጋልብ	ይጋልባል	ይጋልብ	ጋልብ	ጋልቦ	መጋለብ	ጋላቢ	gallop	i
ገለባበጠ	ገለባብጧል	ይገለባብጥ	ይገለባብጣል	ይገለባብጥ	ገለባብጥ	ገለባብጦ	መገለባበጥ	ገለባባጭ	invert completely	t
ገለበጠ	ገልብጧል	ይገለብጥ	ይገለብጣል	ይገልብጥ	ገልብጥ	ገልብጦ	መገልበጥ	ገልባጭ	invert  	t
ገመሰ	ገምሷል	ይገምስ	ይገምሳል	ይግመስ	ግመስ	ገምሶ	መግመስ	ገማሽ	plough	t
ገራ	ገርቷል	ይገራ	ይገራል	ይግራ	ግራ	ገርቶ	መግራት	ገሪ	tame	t
ገረመ	ገርሟል	ይገርም	ይገርማል	ይግረም		ገርሞ	መግረም		astonish	t
ገረመ	ገርሟል	ይገርም	ይገርማል	ይገርም		ገርሞ	መገረም		be tame 	i
ገረገረ	ገርግሯል	ይገረግር	ይገረግራል	ይገርግር		ገርግሮ	መገርገር	ገርጋሪ	stop short	i
ጐረጐረ	ጐርጉሯል	ይጐረጉር	ይጐረጉራል	ይጐረጉር	ጐርጉር	ጐርጉሮ	መጐርጐር	ጐርጓሪ	inspect	t
ገረፈ	ገርፏል	ይገርፍ	ይገርፋል	ይግረፍ	ግረፍ	ገርፎ	መግረፍ	ገራፊ	beat	t
ገሰገሰ	ገስግሷል	ይገሰግስ	ይገሰግሳል	ይገስግስ	ገስግስ	ገስግሶ	መገስገስ	ገስጋሽ	travel fast	i
ገባ	ገብቷል	ይገባ	ይገባል	ይግባ	ግባ	ገብቶ	መግባት	ገቢ	enter	i
ገበረ	ገብሯል	ይገብር	ይገብራል	ይገብር	ገብር	ገብሮ	መገበር	ገባሪ	pay tribute	i
ጋተ	ግቷል	ይግት	ይግታል	ይጋት	ጋት f. ጋች	ግቶ	መጋት	ጋች	give to drink	t
ገነነ	ገኗል	ይገን	ይገናል	ይግነን	ግነን	ገኖ	መግነን	ገናኝ	increase	i
ገዛ	ገዝቷል	ይገዛ	ይገዛል	ይግዛ	ግዛ	ገዝቶ	መግዛት	ገዥ (-ዢ)	buy	t
ጐዳ	ጐድቷል	ይጐዳ	ይጐዳል	ይጉዳ	ጉዳ	ጐድቶ	መጉዳት	ጐጅ	injure	t
ገደለ	ገድሏል	ይገድል	ይገድላል	ይግደል	ግደል	ገድሎ	መግደል	ገዳይ	kill	t
ጐደለ	ጐድሏል	ይጐድል	ይጐድላል	ይጉደል	ጉደል	ጐድሎ	መጉደል	ጐዳይ	be lacking	i
ገደበ	ገድቧል	ይገድብ	ይገድባል	ይገድብ	ገድብ	ገድቦ	መገደብ	ገዳቢ	dam	t
ገደደ	ገዷል	ይገድ	ይገዳል	ይግደድ		ገዶ	መግደድ	ገዳጅ	be wanting	i
ገደፈ	ገድፏል	ይገድፍ	ይገድፋል	ይግደፍ	ግደፍ	ገድፎ	መግደፍ	ገዳፊ	break (a fast)	t
ገደፈ	ገድፏል	ይገድፍ	ይገድፋል	ይገድፍ	ገድፍ	ገድፎ	መገደፍ		support	t
ጋጠ	ግጧል	ይግጥ	ይግጣል	ይጋጥ	ጋጥ	ግጦ	መጋጥ	ጋጭ	gnaw	t
ገጠመ	ገጥሟል	ይገጥም	ይገጥማል	ይግጠም	ግጠም	ገጥሞ	መግጠም	ገጣሚ	meet	i
ገጨ 2nd ገጨህ	ገጭቷል	ይገጭ	ይገጫል	ይግጭ	ግጭ	ገጭቶ	መግጨት	ገጭ [ገጪ]	knock	t
