# Amharic Name	FULL_NAME	FULL_NAME_ND
	Rufa Ābo Bēte Kristīyan	Rufa Abo Bete Kristiyan
	Anciano	Anciano
	Oletsho	Oletsho
ሩፋኤል	Rufa’ēl	Rufa'el
	Rufa’ēl	Rufa'el
	Rufa’ēl	Rufa'el
ሩፋኤል (2)	Rufa’ēl (2)	Rufa'el (2)
	Rufa’ēl	Rufa'el
ሩፋኤል (1)	Rufa’ēl (1)	Rufa'el (1)
	Rufa Maryam Bēte Kristīyan	Rufa Maryam Bete Kristiyan
	Rufanto Shet’	Rufanto Shet'
	Ruga Irsha	Ruga Irsha
	Rukē	Ruke
	Rukēcha	Rukecha
	Rukenyis	Rukenyis
	Rukenys	Rukenys
	Ruken’	Ruken'
	Rukēysa	Rukeysa
	Rukēysa	Rukeysa
	Rukēysa (1)	Rukeysa (1)
	Rukēysa	Rukeysa
	Rukēysa (2)	Rukeysa (2)
	Rukēyti	Rukeyti
	Rushē	Rushe
	Russa	Russa
	Gebel Russa	Gebel Russa
	Ru’usu Dur	Ru'usu Dur
	Ru’usu Dur Āba Solama Bēte Kristīyan	Ru'usu Dur Aba Solama Bete Kristiyan
	Ru’usu Dur Shet’	Ru'usu Dur Shet'
	Abgeghin	Abgeghin
	Gegghima	Gegghima
	Ruwasa Shet’	Ruwasa Shet'
	Saa	Saa
ሳባ	Saba	Saba
	Sabaata	Sabaata
	Sabbata	Sabbata
	Saba Shet’	Saba Shet'
	Sabba	Sabba
	Sabba	Sabba
ሰባራ ድርድይ	Sabera Dildil	Sabera Dildil
ሳቢሳ	Sabīsa	Sabisa
ሳቢያን	Sabīyan	Sabiyan
ሳቦ	Sabo	Sabo
	Sabolē Shet’	Sabole Shet'
	Sabra	Sabra
	Sabra	Sabra
	Sabro	Sabro
	Sabyaytu Shet’	Sabyaytu Shet'
	Sacala	Sacala
	Sakalà	Sakala
	Sacala	Sacala
	Sakalà	Sakala
	Sacalla	Sacalla
	Saca	Saca
	Sacca	Sacca
	Sacca	Sacca
	Amba Sacca	Amba Sacca
	Sacche	Sacche
	Sachelt	Sachelt
	Altipiano Sachelt	Altipiano Sachelt
	Sachera	Sachera
	Sucheru	Sucheru
	Sachi	Sachi
	Sachi	Sachi
	Sacchi	Sacchi
	Sachi	Sachi
	Sach’ira	Sach'ira
	Saco	Saco
	Saco	Saco
	Sako	Sako
	Saco	Saco
	Sada	Sada
	Saddaro	Saddaro
	Sadderò	Saddero
	Abadiri	Abadiri
ስዲቃ	Saddeca	Saddeca
	Monte Sadeca	Monte Sadeca
	Sadebir	Sadebir
	Sadebir Lideta Maryam Bēte Kristīyan	Sadebir Lideta Maryam Bete Kristiyan
	Saddi	Saddi
	Sadi	Sadi
ሰዲ	Seddi	Seddi
ሳዲቅ	Sadīk’	Sadik'
	Sadīnī	Sadini
	Sadīnī Bīyo	Sadini Biyo
ሳዶ	Sado	Sado
	Saefti	Saefti
	Passo Saefti	Passo Saefti
	Safad	Safad
	Monte Sefed	Monte Sefed
	Safartach	Safartach
	Guado Scifartac	Guado Scifartac
	Shafartak	Shafartak
	Safīya	Safiya
	Sagab	Sagab
	Sagado	Sagado
	Monte Sagado	Monte Sagado
	Mount Sagado	Mount Sagado
	Sagaguedane	Sagaguedane
	Sagara	Sagara
	Sagara Plain	Sagara Plain
	Altipiano Sijarò	Altipiano Sijaro
	Sagatiba	Sagatiba
	Monte Sagatiba	Monte Sagatiba
	Sago	Sago
	Saio	Saio
	Sagrin	Sagrin
	Saguma	Saguma
	Mount Saguma	Mount Saguma
ሳጉሬ	Saggure	Saggure
ሳጉሬ	Sagurē	Sagure
	Sahalt	Sahalt
	Sahārtī Bota	Saharti Bota
ሰሃት	Sahat	Sahat
ሰሃ ተራራ	Saha Terara	Saha Terara
	Sahua	Sahua
	Sai	Sai
	Seie	Seie
	Sai	Sai
	Sei	Sei
	Tulu Sai	Tulu Sai
	Sei	Sei
	Saie	Saie
	Catena Saie	Catena Saie
	Catena Saye	Catena Saye
	Densa	Densa
	Sahint	Sahint
	Saint	Saint
	Saint Gabriele	Saint Gabriele
	Malca Saitana	Malca Saitana
ሳጃ	Saja	Saja
ሳጂ	Saje	Saje
	Saji	Saji
	Sciagge	Sciagge
	Shasha	Shasha
	Saio	Saio
	Saiyo	Saiyo
	Sajo	Sajo
	Haro	Haro
	Saca	Saca
	Saka	Saka
	Sakwa	Sakwa
	Sakakto Bota	Sakakto Bota
	Sakakto YeDur Bota	Sakakto YeDur Bota
	Sakela	Sakela
ሰከላ	Sekela	Sekela
	Sakela	Sakela
	Sak’eta Shelek’o	Sak'eta Shelek'o
	Sacata	Sacata
	Sagatà	Sagata
	Sagatta	Sagatta
	Sak’eta Shet’	Sak'eta Shet'
	Humbi	Humbi
	Sako Humbī Katolīk Medhanē ‘Alem Mīsīyon	Sako Humbi Katolik Medhane `Alem Misiyon
	Umbi	Umbi
ሳላ	Sala	Sala
	Sala	Sala
	Sala	Sala
	Lak Sala	Lak Sala
	Malka Sala	Malka Sala
	Malka Sala	Malka Sala
መልካ ሳላ	Melka Sala	Melka Sala
	Sala Asaleh	Sala Asaleh
	Sala Bota	Sala Bota
	Salaise	Salaise
	Selesa	Selesa
	Salala	Salala
	Salale	Salale
	Salamadi	Salamadi
	Salamghie	Salamghie
	Salamsge	Salamsge
	Sala Shet’	Sala Shet'
ሳላይሽ	Salayish	Salayish
	Salayish	Salayish
ሳላይሽ ጊዮርጊስ ቤተ ክርስቲያን	Salayish Gīyorgīs Bēte Kristīyan	Salayish Giyorgis Bete Kristiyan
ሳላይሽ ኪዳነ ምህረት ቤተ ክርስቲያን	Salayish Kīdane Mihret Bēte Kristīyan	Salayish Kidane Mihret Bete Kristiyan
	Salbis	Salbis
ሳሌ	Salē	Sale
	Salei	Salei
	Selei	Selei
	Salen	Salen
	Salgal	Salgal
	Salgan	Salgan
	Selgan	Selgan
ሳሊ	Salī	Sali
	Salī	Sali
	Salī	Sali
	Salieno	Salieno
ሳሊም	Salim	Salim
	Passo Haulatò	Passo Haulato
	Sallat	Sallat
	Passo Sallat	Passo Sallat
	Sallat Pass	Sallat Pass
	Monte Saiamanna	Monte Saiamanna
	Monte Saimannà	Monte Saimanna
	Salmana	Salmana
	Mount Salmana	Mount Salmana
	Salo Gīyorgīs Bēte Kristīyan	Salo Giyorgis Bete Kristiyan
	Salolcha	Salolcha
	Salole	Salole
	Capanne	Capanne
	Salona Uens	Salona Uens
	Salon Uens	Salon Uens
	Salona Uens	Salona Uens
	Mai Salona uens	Mai Salona uens
ሳማ	Sama	Sama
	Sama	Sama
	Sama Gaba	Sama Gaba
	El Samantar	El Samantar
	Assamara	Assamara
	Samara Mēda	Samara Meda
	Samaro Derek’	Samaro Derek'
ሳማ ሰንበት ቤተ ክርስቲያን	Sama Senbet Bēte Kristīyan	Sama Senbet Bete Kristiyan
	Sama Shet’	Sama Shet'
	Same	Same
	Sama	Sama
	Sama Shet’	Sama Shet'
	Samaua	Samaua
	Samaw	Samaw
	Sambaco	Sambaco
	Samba Shet’	Samba Shet'
	Sambītu Shet’	Sambitu Shet'
	Sambocce	Sambocce
	Sambocco	Sambocco
	Sambodere	Sambodere
	Somboderr	Somboderr
	Somboderro	Somboderro
	Samē	Same
	Samī Shet’	Sami Shet'
	Samma	Samma
	Samo	Samo
	Monte Samo	Monte Samo
	Mariam Tsarma	Mariam Tsarma
	Samrē	Samre
	Tsarma	Tsarma
	Zamara	Zamara
	Samrē Maryam Bēte Kristīyan	Samre Maryam Bete Kristiyan
	Sana	Sana
	Tzana Ghi	Tzana Ghi
	Sanano	Sanano
	Sancaho	Sancaho
	Sanchi	Sanchi
	Sancora	Sancora
	Sankora	Sankora
	Dara Duldul	Dara Duldul
	San Dere	San Dere
	Santar	Santar
	Sandersons Gulf	Sandersons Gulf
	Golfo dell’ Inganno	Golfo dell' Inganno
	Golfo Sanderson	Golfo Sanderson
	Sanderson Gulf	Sanderson Gulf
	Sandersons Gulf	Sandersons Gulf
	Sanessa	Sanessa
	Sangherra	Sangherra
	Sanghi	Sanghi
	Sangottor	Sangottor
	Sankira Gebri’ēl Bēte Kristīyan	Sankira Gebri'el Bete Kristiyan
	Sankurar	Sankurar
	Sancurar	Sancurar
	Sankurar	Sankurar
	Sankurar	Sankurar
	Sanlura	Sanlura
	Sammalò	Sammalo
	Sanmalo	Sanmalo
	San Michele	San Michele
ሳንስ ሱሲ ሆቴል	Sans Susī Hotēl	Sans Susi Hotel
	Santa	Santa
	Santaila	Santaila
	Santa Maria di Liemu	Santa Maria di Liemu
	Santa Mīka’ēl Bēte Kristīyan	Santa Mika'el Bete Kristiyan
	Santana	Santana
	Santa Bota	Santa Bota
	Santa YeDur Bota	Santa YeDur Bota
	Sant’ē	Sant'e
	Santela	Santela
	Sant’ē Regreg	Sant'e Regreg
	Santē YeTerara Ch’af	Sante YeTerara Ch'af
	San Uene	San Uene
	Sap’o Terara	Sap'o Terara
ሳር	Sar	Sar
ሳር አምባ	Sar Amba	Sar Amba
ሳራ	Sara	Sara
	Saraco	Saraco
	Sarago	Sarago
	Sarajò	Sarajo
	Sarakwò	Sarakwo
	Sar Āmba	Sar Amba
	Sarca Agher	Sarca Agher
ሳርዶ	Sardo	Sardo
	Sardo	Sardo
	Pianura di Sardò	Pianura di Sardo
	Sargos Mīka’ēl Bēte Kristīyan	Sargos Mika'el Bete Kristiyan
	Sarīkal Regreg	Sarikal Regreg
	Sarīkal Regreg	Sarikal Regreg
	Sariti	Sariti
	Seraiti	Seraiti
	Saritti	Saritti
	Saritti	Saritti
	Licce	Licce
	Sarīya	Sariya
	Sar Mach’jīya	Sar Mach'jiya
	Sarmaile	Sarmaile
	Sarman	Sarman
	Sarman Didinte	Sarman Didinte
ሳር ምድር	Sar Midir	Sar Midir
	Sar Midir	Sar Midir
	Sar Midir Shet’	Sar Midir Shet'
	Sarte	Sarte
	Sartie	Sartie
	Sasa Baneh	Sasa Baneh
	Sasabani	Sasabani
	Sasabeneh	Sasabeneh
	Sassabaneh	Sassabaneh
	Sesebani	Sesebani
	Sesebenī	Sesebeni
	Sassabane	Sassabane
	Sasīga Ārb Gebeya Timhirt Bēt	Sasiga Arb Gebeya Timhirt Bet
	Sasīga Mīka’ēl Bēte Kristīyan	Sasiga Mika'el Bete Kristiyan
	Sahasit	Sahasit
	Sasīt	Sasit
	Babbia	Babbia
	Babbia Forest	Babbia Forest
	Saso Den Ch’aka	Saso Den Ch'aka
	Sasso	Sasso
	Dabà	Daba
	Sasso Daba	Sasso Daba
	Valico Sasso Dabà	Valico Sasso Daba
	Sata	Sata
	Sata (2)	Sata (2)
	Sata	Sata
	Sata (1)	Sata (1)
	Satd	Satd
	Sateyē	Sateye
	Laga Saticha	Laga Saticha
	Monte Denguia	Monte Denguia
	Denguiya	Denguiya
	Satima	Satima
	Satīya	Satiya
	Sattaua	Sattaua
	Satto	Satto
	Uar Savelli	Uar Savelli
	Uar Savelli	Uar Savelli
	Sawdiba	Sawdiba
	Sauena	Sauena
	Sawena	Sawena
ሳያ ደብር ልደታ ማርያም ቤተ ክርስቲያን	Saya Debr Lideta Maryam Bēte Kristīyan	Saya Debr Lideta Maryam Bete Kristiyan
	Say Āger	Say Ager
	Sayda	Sayda
	Sayema Wenz	Sayema Wenz
	Sayul Terara	Sayul Terara
	Sazza	Sazza
	Monte Sazza	Monte Sazza
	Scaroda	Scaroda
	Torrente Scaroda	Torrente Scaroda
	Scebeli	Scebeli
	Sceca Daab	Sceca Daab
	Scech Assan	Scech Assan
	Scee Assan	Scee Assan
	Scec Hosc	Scec Hosc
	Seic Hosc	Seic Hosc
	Sceich Eutmen	Sceich Eutmen
	Sceich Othman	Sceich Othman
	Sceich Momen	Sceich Momen
	Sceic Momen	Sceic Momen
	Scek Momen	Scek Momen
	Scedalà	Scedala
	Scelada	Scelada
	Scelli	Scelli
	Scelly	Scelly
	Scena	Scena
	Shena	Shena
	Scenhi	Scenhi
	Scentoa	Scentoa
	Shentoa	Shentoa
	Scerit	Scerit
	Scetan	Scetan
	Schealutah	Schealutah
	Schemai	Schemai
	Schiliora	Schiliora
	Amba Schiliora	Amba Schiliora
	Chor Sciacatobi	Chor Sciacatobi
	Chor Sciachedobi	Chor Sciachedobi
	Sciaco	Sciaco
	Sciacua	Sciacua
	Sciaha	Sciaha
	Mai Sciaha	Mai Sciaha
	Sciaiba	Sciaiba
	Chor Sciba	Chor Sciba
	Scialla Gallila	Scialla Gallila
	Scialle	Scialle
	Sciallo	Sciallo
	Sciambara	Sciambara
	Monte Sciambara	Monte Sciambara
	Sciambuc	Sciambuc
	Ciamlum	Ciamlum
	Sciamlum	Sciamlum
	Sciamo	Sciamo
	Scianan	Scianan
	Lak Scianan	Lak Scianan
	Scianeg’	Scianeg'
	Scianei	Scianei
	Shanej	Shanej
	Sciangalla	Sciangalla
	Schiangoro	Schiangoro
	Sciangoro	Sciangoro
	Sciarca	Sciarca
	Sciarre	Sciarre
	Tulu Sciato	Tulu Sciato
	Tulu Shato	Tulu Shato
	Mount Ciatta	Mount Ciatta
	Sciatta	Sciatta
	Tulu Sciau	Tulu Sciau
	Sceva	Sceva
	Tulu Sciava	Tulu Sciava
	Scie	Scie
	Scimala	Scimala
	Simalla	Simalla
	Scimber Belei	Scimber Belei
	Scimit	Scimit
	Scinnile	Scinnile
	Scinscia	Scinscia
	Shinsha	Shinsha
	Sciola	Sciola
	Salamghè	Salamghe
	Sciolaghe	Sciolaghe
	Scioni	Scioni
	Shoni	Shoni
	Sciotelmal	Sciotelmal
	Sciotelmat	Sciotelmat
	Sciovele	Sciovele
	Scirella	Scirella
	Monte Scirellà	Monte Scirella
	Scita	Scita
	Shita	Shita
	Sciuada	Sciuada
	Sciumalaco	Sciumalaco
	Sciumsciaca	Sciumsciaca
	Sciuro	Sciuro
	Shuro	Shuro
	Sculi	Sculi
	Skuli	Skuli
	Sdni	Sdni
	Sēba	Seba
	Sebagī	Sebagi
	Sebagī Mīka’ēl Bēte Kristīyan	Sebagi Mika'el Bete Kristiyan
	Sebaha Shet’	Sebaha Shet'
	Seboha Shet’	Seboha Shet'
	Sebaira	Sebaira
	Sebca	Sebca
	Sebebera	Sebebera
	Sebebera (2)	Sebebera (2)
	Sebebera	Sebebera
	Sebebera (1)	Sebebera (1)
	Sebebera Mīka’ēl Bēte Kristīyan	Sebebera Mika'el Bete Kristiyan
	Sebeko	Sebeko
	Sebeku	Sebeku
	Sebel	Sebel
	Sebelo	Sebelo
	Sebema	Sebema
	Sebensa	Sebensa
	Sebensa	Sebensa
	Monte Sebensa	Monte Sebensa
	Sebet	Sebet
ሰበታ	Sebeta	Sebeta
ሰበታ ገብርኤል ቤተ ክርስቲያን	Sebeta Gebri’ēl Bēte Kristīyan	Sebeta Gebri'el Bete Kristiyan
ሰበታ ማርያም ቤተ ክርስቲያን	Sebeta Maryam Bēte Kristīyan	Sebeta Maryam Bete Kristiyan
	Sebeta Shet’	Sebeta Shet'
	Sebeya Maryam Bēte Kristīyan	Sebeya Maryam Bete Kristiyan
	Sebīya	Sebiya
	Seblola Shet’	Seblola Shet'
	Seblosa Shet’	Seblosa Shet'
	Sebono	Sebono
	Sebrīyē	Sebriye
ሰብሮ	Sebro	Sebro
	Sebro	Sebro
	Sebro Bota	Sebro Bota
ሰብሮ ጊዮርጊስ ቤተ ክርስቲያን	Sebro Gīyorgīs Bēte Kristīyan	Sebro Giyorgis Bete Kristiyan
ሰብሮ ተራራ	Sebro Terara	Sebro Terara
	Sebu Shet’	Sebu Shet'
	Sebu Shet’	Sebu Shet'
	Seccadahara	Seccadahara
	Sekkaddahara	Sekkaddahara
	Seccia	Seccia
	Monti Seccià	Monti Seccia
	Sechenchen	Sechenchen
	Amba Sechenchen	Amba Sechenchen
	Secher	Secher
	Sechī Wenz	Sechi Wenz
	Secuar	Secuar
	Secuar	Secuar
	Colle Secuar	Colle Secuar
	Sēda	Seda
	Seda Bota	Seda Bota
	Sede	Sede
	Sede River	Sede River
	Sade	Sade
	Sedē	Sede
	Sedē Bota	Sede Bota
	Gaba Gheorghis	Gaba Gheorghis
	Sede Giorgis	Sede Giorgis
	Sede Gīyorgīs	Sede Giyorgis
	Sedie Giorgis	Sedie Giorgis
ሰዴቃ	Sedēk’a	Sedek'a
	Sedek’a Shet’	Sedek'a Shet'
ሰድቆ	Sedēk’o	Sedek'o
	Sedēk’ Shet’	Sedek' Shet'
	Sedē	Sede
	Sedē Polīs Sefer	Sede Polis Sefer
	Sedē Shet’	Sede Shet'
	Sedēta	Sedeta
	Sede River	Sede River
	Sedē Wenz	Sede Wenz
	Sede River	Sede River
	Sedē Wenz	Sede Wenz
	Sedeyita	Sedeyita
	Sedeyita Shet’	Sedeyita Shet'
	Muggia	Muggia
	Mugia	Mugia
	Sedie Mugia	Sedie Mugia
ሰዲቃ	Sedīk’a	Sedik'a
ሰዲቃ (2)	Sedīk’a (2)	Sedik'a (2)
	Sedīk’a	Sedik'a
ሰዲቃ (1)	Sedīk’a (1)	Sedik'a (1)
	Sedīko	Sediko
	Se’ēt YeTerara Senselet	Se'et YeTerara Senselet
	Sefanē	Sefane
	Safa	Safa
	Sefa	Sefa
	Sefa Shet’	Sefa Shet'
	Sefata	Sefata
	Sefato	Sefato
ሰፌድ አምባ	Sefēd Āmba	Sefed Amba
	Sefēd Āmba	Sefed Amba
	Sefelē	Sefele
	Sefelē YeTerara Ch’af	Sefele YeTerara Ch'af
ሰፈር	Sefer	Sefer
	Sefertahan	Sefertahan
	Sefertalian	Sefertalian
	Segag	Segag
	Segeg	Segeg
	Segug	Segug
	Segalat’	Segalat'
	Segalu Shet’	Segalu Shet'
	Segat Shet’	Segat Shet'
	Segē Bota	Sege Bota
	Seged	Seged
	Segedo	Segedo
	Segelda	Segelda
	Anduod Uascia	Anduod Uascia
	Segalie	Segalie
ሰገሌ	Segelē	Segele
	Monte Dinghi	Monte Dinghi
	Dingi	Dingi
ሰገል መርማ የተራራ ጫፍ	Segel Merma YeTerara Ch’af	Segel Merma YeTerara Ch'af
ሰገን	Segen	Segen
	Segenet	Segenet
	Segen Shet’	Segen Shet'
	Galana	Galana
ገላና ሳገን	Galana Sagan	Galana Sagan
ሳገን	Sagan	Sagan
	Sagan River	Sagan River
ሰገን ወንዝ	Segen Wenz	Segen Wenz
	Suggunn	Suggunn
	Segerat Gīyorgīs Bēte Kristīyan	Segerat Giyorgis Bete Kristiyan
	Segerīya YeInch’et Mesent’ekīya	Segeriya YeInch'et Mesent'ekiya
	Segi	Segi
	Sigi	Sigi
	Segīro	Segiro
	Seglet Shet’	Seglet Shet'
	Sanghio	Sanghio
	Sangio	Sangio
	Segno Ghebea	Segno Ghebea
	Sego	Sego
	Sego	Sego
	Sego	Sego
	Sego	Sego
	Segoda	Segoda
	Sego Kara	Sego Kara
	Segonet	Segonet
	Segora	Segora
	Sego Shet’	Sego Shet'
	Seha Derek’ Hāyk’	Seha Derek' Hayk'
	Sehādiley	Sehadiley
	Sekhadiley	Sekhadiley
	Seha Mēda	Seha Meda
	Sēhkī	Sehki
	Sehonat Shet’	Sehonat Shet'
ሰይድ አብደላ መቃብር	Se‘īd Ābdela Mek’abir	Se`id Abdela Mek'abir
	Seil Medo	Seil Medo
	Seima	Seima
	Seise	Seise
	Sacca	Sacca
	Saka	Saka
ሰቃ	Sek’a	Sek'a
ሰቃ (2)	Sek’a (2)	Sek'a (2)
	Sek’a	Sek'a
ሰቃ (1)	Sek’a (1)	Sek'a (1)
	Sek’a	Sek'a
	Sek’a	Sek'a
	Sek’a	Sek'a
ሰቃ በርቄ	Sek’a Berk’ē	Sek'a Berk'e
	Sek’ama	Sek'ama
	Ualleia	Ualleia
	Seka Shet’	Seka Shet'
	Sek’aso	Sek'aso
ሰቃ ዋስ	Sek’a Was	Sek'a Was
ሰቄ	Sek’e	Sek'e
	Sekē	Seke
ሰቄ ጉራ	Sek’e Gura	Sek'e Gura
ሰቄ ሃሮ	Sek’e Haro	Sek'e Haro
ሰቄ ቆርቻ	Sek’e K’orcha	Sek'e K'orcha
	Sek’e Kushī	Sek'e Kushi
ሰቀል	Sek’el	Sek'el
ሰቀላ	Sek’ela	Sek'ela
ሰቀለው	Sek’elew	Sek'elew
ሰቀሎ	Sek’elo	Sek'elo
	Sek’era	Sek'era
	Sek’erbu	Sek'erbu
ሰቄ ሮባ	Sek’e Roba	Sek'e Roba
ሰቄ ሶሌ	Sek’e Solē	Sek'e Sole
ሰቄ ሶሌ አርጋይ ቤተ ክርስቲያን	Sek’e Solē Āregay Bēte Kristīyan	Sek'e Sole Aregay Bete Kristiyan
	Baarna Abbo	Baarna Abbo
	Seketatī	Seketati
	Seketatī Bota	Seketati Bota
	Sek’et’o	Sek'et'o
	Sek’e Yedī	Sek'e Yedi
	Sekīna	Sekina
	Sek’oloho Digut Shet’	Sek'oloho Digut Shet'
	Sek’olo Shet’	Sek'olo Shet'
	Sekoro	Sekoro
	Sekoro	Sekoro
	Sekoro	Sekoro
	Sekord	Sekord
	Sekoro Shet’	Sekoro Shet'
ሰኮሩ	Sekoru	Sekoru
	Socorro	Socorro
	Sacaya	Sacaya
	Sak’ot’ā	Sak'ot'a
	Saqot’a	Saqot'a
ሰቆጣ	Sek’ot’a	Sek'ot'a
	Socata	Socata
	Socota	Socota
	Soketa	Soketa
	Sokota	Sokota
ሰቆጣ አውራጃ	Sek’ot’a Āwraja	Sek'ot'a Awraja
	Wag	Wag
	Sēkoyta Mēda	Sekoyta Meda
	Sēkoyta Shet’	Sekoyta Shet'
	Sēkoyta Shet’	Sekoyta Shet'
	Sēkoyta Shet’	Sekoyta Shet'
አምባ ሰል ተራራ	Monti Amba Sel	Monti Amba Sel
አምባ ሰል	Amba Sel	Amba Sel
	Sabala	Sabala
	Sabala Dingai	Sabala Dingai
	Sahala	Sahala
	Sahla Dengai	Sahla Dengai
	Salā Dengāy	Sala Dengay
	Sala Dingai	Sala Dingai
	Salla Dingai	Salla Dingai
ሰላ ድንጋይ	Sela Dingay	Sela Dingay
	Selala	Selala
ሰላሌ	Selalē	Selale
	Selalē	Selale
	Salale	Salale
ሰላሌ አውራጃ	Selalē Āwraja	Selale Awraja
	Selalē	Selale
ሰላሌ ተራራ	Selalē Terara	Selale Terara
	Selamgē Silasē Bēte Kristīyan	Selamge Silase Bete Kristiyan
	Selangē Silasē Bēte Kiristyan	Selange Silase Bete Kiristyan
	Selat’īt Mīka’ēl Bēte Kristīyan	Selat'it Mika'el Bete Kristiyan
	Selbanē	Selbane
	Salle	Salle
	Selē	Sele
	Selle	Selle
	Seleb	Seleb
	Selehalēy Shet’	Selehaley Shet'
	Selekhaley-Shet	Selekhaley-Shet
	Selehest	Selehest
	Sēlekelo	Selekelo
	Selē Kīdane Mihret Bēte Kristīyan	Sele Kidane Mihret Bete Kristiyan
	Selek’ī	Selek'i
	Selek’ī Shet’	Selek'i Shet'
	Salaklakā	Salaklaka
	Selaclaca	Selaclaca
	Seleklaka	Seleklaka
ሰለክለካ	Selekleka	Selekleka
	Slehleka	Slehleka
	Selekleka Āmērīkan Luteran	Selekleka Amerikan Luteran
ሰለክለካ አሜሪካን ሉተራን ሚሲዮን	Selekleka Āmērīkan Luteran Mīsīyon	Selekleka Amerikan Luteran Misiyon
	Selēla	Selela
	Selelkula	Selelkula
	Selelkula	Selelkula
	Selelo Mīka’ēl Bēte Kristīyan	Selelo Mika'el Bete Kristiyan
	Torrente Mai Selamai	Torrente Mai Selamai
	Selemai	Selemai
	Selēn Tekle Haymanot Bēte	Selen Tekle Haymanot Bete
	Selets’ba	Selets'ba
	Selghe	Selghe
	Selgī Shet’	Selgi Shet'
	Selgui	Selgui
	Selīya	Seliya
	Selk’a	Selk'a
	Selk’ī Bota	Selk'i Bota
	Sellasi	Sellasi
	Sellasi Adgu	Sellasi Adgu
ሰሎ	Sēlo	Selo
	Seloa	Seloa
	Salit	Salit
	Selonaj	Selonaj
	Seluga Shet’	Seluga Shet'
	Seluwinē Shet’	Seluwine Shet'
	Siluwnē Shet	Siluwne Shet
ስማዳ	Semada	Semada
	Sēma Korebta	Sema Korebta
	Semare Bota	Semare Bota
	Semaroa	Semaroa
ሰምቦ	Sembo	Sembo
	Sombo	Sombo
	Sembo	Sembo
	Sembo	Sembo
	Semdo Bota	Semdo Bota
	Semekab Shet’	Semekab Shet'
	Semema	Semema
	Semema (2)	Semema (2)
	Semama	Semama
	Semema	Semema
	Semema (1)	Semema (1)
	Semama	Semama
	Semema Bota	Semema Bota
	Semlei	Semlei
	Semoy	Semoy
	Semro Kiristos	Semro Kiristos
ሰምሮ ክርስቶስ	Semro Kristos	Semro Kristos
ሰምሮ ዮሐንስ ቤተ ክርስቲያን	Semro Yohānis Bēte Kristīyan	Semro Yohanis Bete Kristiyan
	Monte Sambillo	Monte Sambillo
	Sena	Sena
	Sen‘afē	Sen`afe
	Passo di Senafè	Passo di Senafe
ሰንበሌጥ	Senbelēt’	Senbelet'
ሰንበሌጥ ገብርኤል ቤተ ክርስቲያን	Senbelēt’ Gebri’ēl Bēte Kristīyan	Senbelet' Gebri'el Bete Kristiyan
ሰንበሌጥ ማርያም ቤተ ክርስቲያን	Senbelēt’ Maryam Bēte Kristīyan	Senbelet' Maryam Bete Kristiyan
	Senbet’	Senbet'
ሰንበቴ	Senbetē	Senbete
ሰንበቶ	Senbeto	Senbeto
	Senbet’ Shet’	Senbet' Shet'
	Sandabo	Sandabo
ሰንዳቦ	Sendabo	Sendabo
	Sendabo	Sendabo
	Sandabo	Sandabo
	Sendabo Shet’	Sendabo Shet'
	Senda Bota	Senda Bota
	Sendada Bota	Sendada Bota
	Sandafe	Sandafe
ሰንዳፋ	Sendafa	Sendafa
	Sendefà	Sendefa
	Sendafa Shet’	Sendafa Shet'
	Senebo Gīyorgīs Bēte Kristīyan	Senebo Giyorgis Bete Kristiyan
	Sengabaccan	Sengabaccan
	Senga Bokan Shet’	Senga Bokan Shet'
	Senge Dowa	Senge Dowa
	Sengia	Sengia
	Sengī Maryam Bēte Kristīyan	Sengi Maryam Bete Kristiyan
	Sengīya Terara	Sengiya Terara
ሰንጎ	Sengo	Sengo
ሰንጎ ጩሉሉ	Sengo Ch’ulul	Sengo Ch'ulul
	Sengoloch	Sengoloch
ሰንጎ መድሃኒ አለም ቤተ ክርስቲያን	Sengo Medhanē ‘Alem Bēte Kristīyan	Sengo Medhane `Alem Bete Kristiyan
	Kili	Kili
	Sengota Shet’	Sengota Shet'
	Sanguguden	Sanguguden
	Sengududen	Sengududen
	Seni‘ale	Seni`ale
	Seni‘ale Maryam Bēte Kristīyan	Seni`ale Maryam Bete Kristiyan
	Senk’el	Senk'el
ሰንቀሌ	Senk’elē	Senk'ele
	Iabo	Iabo
	Senk’elīcha Shet’	Senk'elicha Shet'
	Senk’ema Bota	Senk'ema Bota
	Senk’olē	Senk'ole
	Senkora Shet’	Senkora Shet'
	Ciancora	Ciancora
	Sciancora	Sciancora
	Sciankora	Sciankora
	Senkora	Senkora
	Senkora Shet’	Senkora Shet'
	Senkorī Shet’	Senkori Shet'
	Senowalwa	Senowalwa
	Sinua Ual	Sinua Ual
	Gumara	Gumara
	Sensewa Shet’	Sensewa Shet'
	Sensey	Sensey
	Seno	Seno
	Sens	Sens
	Sens Shet’	Sens Shet'
	Sent	Sent
	Sēnt’a	Sent'a
	Santamma	Santamma
	Sentama	Sentama
ሰኞ ገበያ	Senyo Gebeya	Senyo Gebeya
	Mount Santamma	Mount Santamma
	Sentama	Sentama
	Sent’era Shet’	Sent'era Shet'
	Senterīya	Senteriya
	Nola	Nola
	Sēnt’ī	Sent'i
	Sents’erech	Sents'erech
	Sents’erech Maryam Bēte Kristīyan	Sents'erech Maryam Bete Kristiyan
	Senyo	Senyo
